path	sentence
crdo-NRU_F4_RENAMING_RenamingS031.wav	"tʰi˩˥, | gɯ˩-ʝi˥-dʑo˩ | tʰi˩˥, | ʈʂʰɯ˧ | zo˩no˥ | mv̩˧ ki˧-hĩ˧ tʰv̩˧-v̩˧-ki˧-dʑo˩ |
			tʰi˩˥, | njæ˧sɯ˩kv̩˩-dʑo˩, əəə… so˩kʰv̩˩-hĩ˥-ʈʂʰɯ˩-dʑo˩, ◊ ə˩-gi˩! |"
crdo-NRU_F4_CARAVANS_CaravansS286.wav	ʐwæ˩mi˩-tʰv̩˩-v̩˩˥ ◊ -dʑo˩ | tʰi˩˥, | ə˧mi˧=ɻæ˩-ɳɯ˩ | le˧-ʐɤ˧! |
crdo-NRU_AGRICULTURAL_ACTIVITIES_Agriculture_S079.wav	mɑ˩pv̩˩˥ | no˧ | ə˧-sɯ˥? | sɯ˧-ʝi˧ mæ˩! |
crdo-NRU_F4_HEALING_HealingS101.wav	hĩ˧ mo˥-hĩ˩-dʑo˩, | ʑi˧qʰwɤ˧-qo˧ | tʰv̩˧ne˧-ʝi˥ | tʰi˧-dzi˩. |
crdo-NRU_AGRICULTURAL_ACTIVITIES_Agriculture_S076.wav	<ə˧tso˧ mɤ˧-…> ə˧ʝi˧-ʂɯ˥ʝi˩-dʑo˩, | ɬi˧di˩-di˩mi˩ hɑ˩-dʑo˩, | ə˩kʰɯ˩-lɑ˥ ɲi˩ mæ˩! |
crdo-NRU_F4_TIGER2_Tiger2S132.wav	"""ə˧mi˧-ɳɯ˧ | no˧ qɑ˧~qɑ˥-bi˩! | no˧ | ɖwæ˩-mɤ˧-zo˧!"" | pi˧-zo˩. |"
crdo-NRU_F4_FOOD_SHORTAGE_FoodShortageS018.wav	"tʰi˩˥, | ɑ˩ʁo˧ | le˧-tʰv̩˧ | tʰi˩˥, | æ˧ʂæ˧-tɑ˩mv̩˩-dʑo˩, | əəə… ""mv̩˩ tɕʰi˩-bi˩-pi˥-hɯ˩-dʑo˩, | <di˩li˩-ʁo˩…> di˩li˩-ʁo˩bv̩˥ F | le˧-tʰv̩˧-ze˧, | mv̩˩ tɕʰi˩ le˥-wo˩-tsʰɯ˩!"", | pi˧-ɲi˥-tsɯ˩ ◊ -mv̩˩. |"
crdo-NRU_F4_FOOD_SHORTAGE2_FOOD_SHORTAGE2S025.wav	"əəə… 'mv̩˩ tɕʰi˩-bi˩-pi˥ hɯ˩-dʑo˩, | di˩li˩-ʁo˩bv̩˥ tʰv̩˩-ze˩! | zo˩no˥, | mv̩˩ tɕʰi˩ le˥-wo˩-tsʰɯ˩-ɲi˩'!"" |"
crdo-NRU_F4_DOG2_Dog2S021.wav	ʈʂʰɯ˧ne˧-ʝi˥ | tʰi˧-tɕɯ˧-ɲi˥-tsɯ˩ ◊ -mv̩˩. |
crdo-NRU_F4_FUNERAL_F4_FUNERAL_S199.wav	ɖɯ˧-tɕʰi˩-ɳɯ˩, | ʂe˧pʰæ˩ | ɖɯ˧-pʰæ˧˥! | ɖɯ˧-tɕʰi˩-ɳɯ˩, | ʂe˧pʰæ˩ | ɖɯ˧-pʰæ˧˥! |
